,user_a,user_b
6968,2 d?a mình chung khoa nè,"wow, th? b?n nam m?y?"
6969,b?n nam m?y?,"nam nh?t luôn, hahaha"
6970,b?n ? tr? hay ? ktx?,? ktx
6971,b?n ? ktx luôn h??,?
6972,v?y b?a nào di choi nghen?,ok
6973,"ê, di choi không?",di ch?
6974,di coi phim,"ok, m?y gi??"
6975,7h di,di coi phim gì?
6976,lên r?p r?i l?a luôn,sao không ch?n phim luôn? lên r?p mua vé cho l?
6977,mà mày thích phim gì?,hành d?ng hay kinh d? gì dó
6978,"ok, v?y xem phim kungfu panda","dù, m?y gi??"
6979,8h30,ok
6980,lâu quá không g?p mày.,"?, mày nay sao r?i?"
6981,mày ra tru?ng chua?,chua
6982,"tr?i, sao chua ra n?a?",còn n? môn
6983,n? m?y môn?,4 môn
6984,ngành c?a mày khó không?,"không, mà là h?c không bi?t gì"
6985,haha,mày di làm r?i h??
6986,?,mày làm ? dâu?
6987,ngân hàng Agribank ? qu?n 7,gê mày
6988,di làm vui không?,v?a vui v?a m?t
6989,c?u xem phim bác si trang chua á?,?a phim bác si trang là phim gì ta ?
6990,phim dr strange dó c?u,"à tr?i, tu?ng phim gì ch? m?i xem hôm qua luôn nè."
6991,à v?y h??,?m. trong dó có cu?n sách là darkhold d?nh l?m.
6992,"má d?ng có spoil ch? ba, t chua xem phim dó nha d?ng có k? n?a ch?i á.",thì ai nói gì dâu nhung mà do?n cu?i th?ng trang m?c thêm m?t con m?t n?a ?o vãi.
6993,B?n tên gì?,Mình tên Th?ng
6994,Còn b?n tên gì?,Mình thì tên Ngân
6995,B?n sinh nam m?y v?y?,Mình sinh nam 2000
6996,V?y chúng mình b?ng tu?i nhau r?i. Mình cung sinh nam 2000,V?y b?n sinh vào tháng máy?
6997,Còn b?n sinh tháng m?y v?y?,Mình cung sinh vào tháng 12
6998,B?n h?c tru?ng gì?,Mình h?c tru?ng d?i h?c Tôn Ð?c Th?ng
6999,Mình h?c Cao d?ng ngh? Du L?ch Sài Gòn,B?n h?c chuyên ngành gì v?y?
7000,Còn b?n h?c chuyên ngành gì?,Mình h?c ngành Công ngh? thông tin
7001,V?y ch?c b?n ph?i gi?i máy tính l?m nh??,"Không có dâu, mình ch?n ngành này vì mình thích máy tính thôi"
7002,B?n h?c nam m?y r?i?,Mình h?c nam tu
7003,Mình cung h?c nam tu,V?y là b?n s?p ra tru?ng r?i dúng không?
7004,B?n có mu?n di du l?ch v?i t? không?,Ch?c r?i
7005,B?n nghi sao v? vi?c du l?ch Ðà N?ng,"Tuy?t v?i, mình cung mu?n di du l?ch Ðà N?ng"
7006,Kho?ng hè,B?n có th? cho mình m?t th?i gian c? th? du?c không?
7007,Ch?c là t?m d?u tháng 6 nam nay,"Ok, nhung cu?i tháng 6 du?c không?"
7008,Sao v?y?,Ð?u tháng 6 mình có cu?c thi Toeic c?n ph?i tham gia
7009,V?y ch?t cu?i tháng 6 ta s? di Ðà N?ng nhé,Ok
7010,Mình nghi t?m kho?ng 10 tri?u,Chúng ta s? di b?ng cái gì?
7011,Chúng ta s? di b?ng máy bay d?n dó,Lúc v? chúng ta di b?ng xe l?a nhé?
7012,Ðu?c thôi nhung th?i gian s? lâu hon di máy bay dó,Tuy lâu nhung chúng ta s? du?c ng?m nhi?u c?nh d?p hon
7013,Bình thu?ng b?n thích làm gì khi r?nh?,"Tui thích di xem phim, di u?ng trà s?a hay di choi v?i b?n bè"
7014,B?n thì sao?,Tui cung nhu b?n thôi
7015,Có dôi lúc r?nh mà không mu?n ra du?ng thì tui cung hay t?p yoga t?i nhà,B?n có thích u?ng trà s?a không?
7016,"Có á, nhung mà tui không u?ng thu?ng",V?y b?a nào mình h?n nhau di u?ng trà s?a nghen?
7017,"B?a nào chi b?ng làm li?n b?a nay, di ngay không b?n?",Ok di thôi
7018,Hay là t?i mình di coi di?,"Thôi b?n oi, mình h?t ti?n r?i"
7019,"Ði di, BHD có chuong trình U22 gi?m giá cho sinh viên, ch? 55k thôi à",55k cung là ti?n mà b?n
7020,"Thôi du?c r?i, di di tui bao","Ð?y, b?n nói v?y t? tru?c thì có th? ti?t ki?m du?c th?i gian không"
7021,Thua v?i b?n. V?y h?n nhau 5 gi? chi?u ? BHD Ph?m Hùng nhé,"Ok b?n, c?m on b?n nhi?u!"
7022,B?n có thích choi c?u lông không?,Có. Mình cung thích choi c?u lông.
7023,V?y khi nào b?n r?nh chúng mình cùng di choi nha?,Ok. V?y mình ch? nh?t tu?n này chúng mình di di.
7024,Khi nào có d? bài t?p cu?i kì nh??,Ch?c cung s?p r?i á.
7025,Cung g?n k?t thúc môn r?i.,S? g?p quá làm không k?p.
7026,V?i l?i có còn nhi?u môn khác n?a.,Ch?c s? có s?m thôi.
7027,b?n tên gì?,Mình tên Long?
7028,"Chào b?n, b?n tên gì ?",Mình tên Long
7029,Còn b?n tên gì ?,Mình tên Nam
7030,B?n dang h?c ? dâu ?,Mình dang h?c ? Tôn Ð?c Th?ng
7031,Mình cung h?c ? Tôn Ð?c Th?ng,B?n h?c ngành gì ?
7032,"Ê, nay có h?c không mày ?",Không mày
7033,Th?y ngh? hay sao mày ?,Có tao ngh? ch? th?y không ngh?
7034,Coi ch?ng ngh? l? bu?i nha mày,Kh?i lo
7035,Có d? cuong ôn nh? dua nha mày,Oke fen
7036,Chi?u ghé Phúc Long mày,? mày
7037,Chi?u nay di dá banh không ?,"?, chi?u nay dá"
7038,Nh? mang banh mày,Ô kê
7039,Mày nh? mang banh theo nha,"?m, d? tao mang banh"
7040,Nhung mày mang nu?c nha,Th?ng nào thua thì ch?u ti?n nu?c
7041,"?, nh? nha mày","?, nh? thua ch?u ti?n nu?c"
7042,Thích món gì ?,Bánh tráng tr?n
7043,Thích môn th? thao nào ?,Ðá banh
7044,Thích nu?c ng?t lo?i gì ?,Coca-cola
7045,Thích u?ng cà phê không  ?,Có
7046,Thích d?c sách không ?,Có
7047,H?c bài chua ?,chua
7048,Bi?t mai thi không ?,không
7049,Có tài li?u chua ?,có r?i
7050,V?y nh? in tài li?u cho tao nha,?
7051,Thanks mày nhi?u,"?, không có gì"
7052,Mai di xem phim không ?,"Mai tao b?n, m?t nha"
7053,"M?t cung du?c, nhung mày bao nu?c","?, tao bao"
7054,Bi?t di xem phim gì không ?,Không
7055,"?m, d? tao ch?n cho",Nh? t?i s?m nha
7056,Ê Thanh mai di coi bác si Trang 2 hum,"oke ông, m?y gi? di nè"
7057,coi phim xong mình di d? luôn,"s?m hon tí di, 4 ru?i t?i 6 gi? du?c không"
7058,"h?p lý á, v?y ch?t 4 ru?i t?i 6 gi? nha","oke, mà h?n g?p ngay nhà mày ph?i không"
7059,"dúng r?i nha, mày chu?n b? di lác g?p","oke , hi?u r?i, lác g?p l?i nhaa"
7060,"ê r?nh hong, vào choi liên quân chung nè","cung hong r?nh l?m, mà thôi k? choi cho vui hehe"
7061,m?t mình nó cân du?c 5 d?a luôn,"hahaha, d? vô choi th? nè"
7062,"vô l? lên nha, cho 5 phút","oke vô r?i dó, choi li?n"
7063,Cu?i tu?n có r?nh không b?n?,Tui r?nh nè
7064,M?y gi? di ha,Ch?c 7 ho?c 8 gi? t?i gì dó
7065,Tui ch? thèn b?n r?i ông oi,"V?y d? tui di xe cung du?c, nh? qua g?i v?i nha"
7066,"Oke,d? nào t?i tui kêu","Oke, cu?i tu?n g?p"
7067,Hôm qua tao thâ´y ma`y di vo´i em na`o bên Thu? Ðu´c pha?i không?,Ma`y thâ´y doa?n na`o?
7068,Mo´i quen duo?c em na`o du´ng không?,"Mo´i quen thôi ma`y oi, dang giai doa?n ti`m hiê?u. Ma` du`ng no´i ai nha."
7069,"Nhanh nhanh co´ nguo`i yêu di chu´ anh em co´ hê´t rô`i, mi`nh ma`y ê´ to´i gio`.","Tao cu~ng dang cô´ dây, ma` co´ ve? lâ`n na`y cha´c ke`o ma`y a?."
7070,"Oke, vâ?y thi` chu´c phu´c, chu´c phu´c.","Ca´?m on m nha, hôm na`o ra?nh di uô´ng nuo´c."
7071,Chút h?c ra di an com chung không mày,Mày h?c m?y gi? ra á
7072,"Tao cung v?y, ch? mày ch? c?ng nghe",Oke
7073,"Oke, cung du?c mà mày h?c phòng m?y",Phòng A505 á
7074,"Oke, nh? ch? tao tru?c c?a phòng h?c á nghe",Oke
7075,"Ê mi oi, cái bài trên l?p lúc sáng h?c hi?u không?",Hi?u so so á mày
7076,Mua nu?c qua u?ng thì gi?ng cho,"Oke, th? chi?u 2 gi? t qua nghe"
7077,"Gì mà gi? dó còn ng? ba, th? 3 gi? nghe","?m, cung du?c, qua t?i g?i tao nghe"
7078,"Oke, t?i tao g?i, bye","Oke, g?i ch? không tao cho ? ngoài á ch?"
7079,"Ê tha`ng tê, chiê`u di da´ bo´ng không?",Ða´ vo´i tu?i mô?
7080,"Ða´´ vo´i bo?n la`ng trên nu´, o? sân nha` ba` Kiê`u â´y hi?.","Ðuo?c mâ´y du´a rô`i, chu´ tau dang dau chân cu~ng no? muô´n di."
7081,"Mi cu´ lên di, chu´ bo?n ha´n cu~ng bi`nh thuo`ng a`, lên lu?m nhe? mâ´y tha`ng nho?.","Ru´a chiê`u mi qua cho? tau di hâ`y, ba` gia` lâ´y xe di lên xa~ rô`i."
7082,Oke khi mô qua t nha´n.,Oke nho´ do´.
7083,Ê cho tao h?i b?a mày thi tu tu?ng d? d? hong,"không h? d?, d? ra toàn l?"
7084,c?m on mày nhi?u nè,hong có chi
7085,"xin chào, b?n cho mình làm quen du?c không",Ðu?c thôi
7086,"C?m on, mình tên là Nam, còn b?n ?",Mình tên Trúc
7087,"Mình cung ? Ð?ng Tháp, v?y chúng ta là d?ng huong r?i","?m, trùng h?p th?t"
7088,B?n có th? cho mình bi?t s? di?n tho?i không?,Ch?c ch?n r?i.
7089,C?m on và t?m bi?t,g?p l?i sau
7090,"Này b?n, b?n làm bài t?p chua","mình làm r?i, có gì không b?n?"
7091,"gi?i th?t, bài t?p khó quá mình chua làm xong n?a","bài t?p không khó l?m dâu, áp d?ng công th?c là ra thôi"
7092,"thi?t luôn, b?n ch? mình làm v?i du?c không",du?c thôi
7093,"c?m on nhi?u nha, hôm nào m?i ông di u?ng nu?c",không có gì
7094,ngày l? v?a r?i b?n có di dâu choi không?,mình có di leo núi ? núi Ch?a Chan
7095,"tuy?t th?t, b?n c?m th?y nhu th? nào?",lúc d?u r?t m?t nhung ni?m vui chinh ph?c du?c d?nh núi l?n hon
7096,ph?i m?t bao lâu d? lên và xu?ng núi,"mình t?n kho?ng b?n ti?ng d? lên d?n d?nh núi, và kho?ng 2 ti?ng d? xu?ng núi"
7097,chà leo lên lâu th?t d?y,ph?n là do tr?i mua nên mình ph?i ng?ng chân l?i nhi?u l?n
7098,mình cung mu?n di leo núi m?t ngày nào dó,v?y l?n sau mình di thì mình s? r? b?n
7099,b?n có thích môn th? thao nào không?,mình thích môn c?u lông
7100,b?n có thu?ng xuyên choi c?u lông không?,"có ch?, mình choi c?u lông h?ng tu?n"
7101,b?n thu?ng choi v?i ai,mình thu?ng choi v?i em gái mình
7102,"tuy?t v?i, b?n choi c?u lông có gi?i không",mình choi khá t?t
7103,"khi nào rãnh r?i, cùng choi c?u lông nào",du?c thôi
7104,"chào b?n, l?n d?u g?p m?t","chào b?n, r?t vui du?c g?p"
7105,b?n hi?n dang làm công vi?c gì?,tôi là l?p trình viên
7106,b?n dang làm vi?c ? dâu?,tôi dang làm vi?c ? qu?n 1 thành ph? H? Chí Minh
7107,tôi là giáo viên,b?n là giáo viên d?y môn gì?
7108,tôi d?y môn hoá,b?n dang gi?ng d?y t?i tru?ng nào?
7109,công vi?c l?p trình viên nhu th? nào?,l?p trình viên là m?t ngu?i l?p trình ra nhung gì ho?t d?ng bên trong m?t ?ng d?ng
7110,luong c?a b?n có cao không?,luong c?a tôi ? m?c trung bình
7111,công vi?c b?n có suôn s? không?,"có ch?, có th? tôi s? du?c lên ch?c s?m"
7112,"Ê mày, ngh? l? 30/4 có k? ho?ch gì chua?","Chua nè, mà sao á?"
7113,Ði Ðà L?t v?i tao nè.,"Thôi, di Ðà L?t l? này dông l?m."
7114,V?i l?i di ngày l? b? chém giá cho coi.,"?a, cung dúng."
7115,V?y qua l? di du?c không?,"Oke nè, sau l? tao cung r?nh du?c 1 tu?n ?y."
7116,Ð? tao d?t vé xe v?i book s?n homestay.,Oke nhe.
7117,C?u có tham gia câu l?c b? th? thao nào trong tru?ng mình không?,Mình tính tham gia câu l?c b? c?u lông nè.
7118,Mình dang tham gia câu l?c b? bóng r? nè.,"Hay th?, mình cung thích bóng r? l?m."
7119,Con trai choi bóng r? có s?c hút l?m luôn.,"Haha, c?u quá khen."
7120,C?u nh? d?n c? vu mình nhe.,Gi?i th?.
7121,"Oke, di nhiên mình s? d?n c? vu c?u r?i.",M?y ngày nay ch?y deadline m?t m?i quá.
7122,Cu?i tu?n này di choi mày oi.,"Oke nè, cu?i di tu?n di Phúc Long di."
7123,Tao ngán Phúc Long l?m r?i.,Ch? mày mu?n di dâu?
7124,Ði an d? nu?ng r?i di trà s?a di.,V?y qua quán l?u nu?ng ch? mình hay an di.
7125,Quá KOI m?i có món trà s?a trái cây m?i á.,Oke quy?t d?nh v?y nhe.
7126,Hôm nay c?a b?n th? nào?,Không th? nào c?.
7127,"Mình chua hi?u l?m, ha ha?",Ý b?n mu?n h?i c? th? là gì?
7128,"À, hôm nay b?n vui hay bu?n nhi?u hon?","Không vui, cung không bu?n, ha ha."
7129,Chào b?n.,Chào c?u.
7130,"Mình tên H?i, b?n tên gì nh??",À mình tên Phuong.
7131,Tên d?y d? là Lý Thu Hà.,Còn tên d?y d? c?a t? là H? Phuong H?i.
7132,"Mình cung th?, mà H?i có s? thích choi bóng dá l?m dúng không?","B?n nói dúng r?i dó, mà sao b?n bi?t th?, ha ha."
7133,Chào b?n.,Chào b?n.
7134,Cho mình g?i b?n menu ch?n món c?a ti?m mình ?.,Cho mình ch?n món cua rang me này nhé.
7135,Mình l?y m?y ph?n v?y ??,À cho mình 3 ph?n.
7136,"Còn v? th?c u?ng, b?n mu?n ch?n lo?i th?c u?ng nào ??",Ð?i mình m?t chút.
7137,Vâng ?.,"R?i, cho mình hai ly này nhé."
7138,Xin chào. B?n tên gì?,Tôi tên Hung. Chào b?n?
7139,Còn b?n tên gì?,Tôi tên Huy
7140,B?n h?c khoa nào?,"Tôi h?c CNTT, ngành khoa h?c máy tính"
7141,"Trùng h?p th?t. Tôi h?c khoa ngo?i ng?, ngành ngôn ng? Trung",R?t vui du?c bi?t b?n!
7142,"Ê, sao tôi th?y d?o này b?n g?y quá v?y?","Nói nghe bu?n v?y b?n, ch?c do d?o này ch?y deadline nhi?u quá"
7143,H?c gì mà làm bài nhi?u ghê b?n,Thì h?c công ngh? thông tin toàn làm báo cáo mà
7144,?a là không có thi t?p trung h??,"Có mà ít l?m, gi? k? 6 r?i mà, nên da s? các môn chuyên ngành toàn làm báo cáo thôi"
7145,? nghe s? th? nh?.,"À! B?n d?o này d?p lên quá nha, h?c nhàn l?m h??"
7146,"Cung không nhàn dâu, mà t?i có b? nên d?p lên á …",À th? à @@
7147,Ê! H?c xong chua? Choi game di,"Tui dang ch?y deadline, d?i tui 30p du?c không?"
7148,"V?y tui choi tru?c nha, xíu h?c xong nh?n tui",Ok nha. ?a mà choi game gì v?y?
7149,Game gì cung du?c. Cho b?n ch?n dó,Lâu này không choi game có bi?t choi game gì dâu
7150,B?n choi du?c CSGO không?,"Có, mà máy m?i chua t?i?"
7151,"V?y gi? t?i di, xíu choi là ?n",Ok t?i li?n dây
7152,S? thích c?a b?n là gì?,"Tôi thích là choi game, xem phim và nghe nh?c"
7153,Còn b?n thích gì?,"Tôi có s? thích khá d?c bi?t, thích an và ng? thôi"
7154,R?i b?n thích an lo?i d? an nào?,"Ð? an nhanh, ph?i cay nha"
7155,"Phim kinh d?, phim tình c?m lãng m?n","Tôi s? ma l?m, nên không xem phim kinh d?, phim tình c?m thì xem du?c"
7156,Có phim hay r? xem cùng nha,"Nh?t trí, dang có m?y b? hay l?m"
7157,Lâu r?i t?i mình không di choi nh??,?. Hay ki?m ch? nào di vài hôm di
7158,"Ok luôn, mà b?n r?nh lúc nào d? còn bi?t s?p x?p",Tháng sau tôi r?nh á
7159,"Tôi cung r?nh, v?y d?u tháng sau di luôn nha",Ðu?c luôn b?n tôi oi
7160,Ðà L?t du?c không,Thôi di bi?n di
7161,V?y Vung Tàu di,Ch?t don
7162,"Chào b?n, cho mình làm quen du?c không ?","Chào, r?t vui du?c làm quen v?i b?n"
7163,Cho mình h?i b?n tên gì v?y ?,Mình tên Ðá
7164,"Oh, tên b?n l? quá ha","?, ai g?p mình cung nói v?y"
7165,"Ch?c ba m? b?n không mu?n b?n sa vào m?y t? n?n nhu d?p dá, hút chích",Thi?t ra ba m? d?t tên mình là mu?n d?t tên theo các lo?i dá quý dó
7166,Ði Vung Tàu không mày?,"Oke luôn, v?y khi nào tri?n?"
7167,Ðu?c thì ch? nh?t này di luôn,Ði thì di ch? s? gì mày
7168,"V?y so?n d? di mày, sáng mai tao qua ru?c",Ði qua dêm hay trong ngày d? bi?t ?
7169,Sáng di chi?u v? cho nó ch?t,"V?y thôi kh?i so?n gì cho m?t, m?t b? cho ng?u"
7170,"Oke v?y mai tao qua dó, nh? d?y s?m",Oke b?
7171,Sáng mai d?y s?m di ch?y b? di b?n?,"T?i nay tôi ch?y deadline, mai ch?c không d?y s?m du?c"
7172,Th?y deadline dí mi?t v?y?,"Có 5 môn chuyên ngành à, t?i nhi?u bài cùng lúc nên d?o này có liên t?c"
7173,V?y hôm nào r?nh? Ði ch?y hay choi c?u lông gì di,Th? 7 tôi r?nh á?
7174,V?y sáng th? 7 di ch?y nha?,"Ý là th? 7 không có deadline, nên ch? nh?t di"
7175,Mai di xem phim không b?n?,Mai m?y gi? v?y?
7176,"Ch?c xem xu?t 19h di, du?c ko?",19h tôi b?n r?i
7177,"Chi?u mai tôi b?n r?i, gi? sao?","V?y b?a kia thì sao, b?n r?nh không?"
7178,T?i kia tôi r?nh,"V?y ch?t nha, 18h30 tôi qua dón"
7179,"Hôm nay, mình du?c cô cho di?m mu?i.",Th? à? Môn gì th??
7180,Môn Van.,Gi?i _x0008_th?! _x001d_B?n ch? cho mình cách h?c gi?i môn Van v?i nhé!
7181,Ðâu có gì khó ch? là v?n t? ng? và s? quan sát d?c dáo s? giúp chúng ta thêm ph?n ti?n b? hon. Nhung ...,Nhung sao?
7182,Nhung theo mình v?n nh? vào s? kiên trì là nhi?u nh?t!,Nh? s? kiên trì u?
7183,"Ðúng v?y, có kiên trì ch?u khó chau chu?t ki?n th?c thì m?i có du?c thành công.",Có l? c?u nói dúng! Mình c?m on nhi?u.
7184,B?n thu?ng làm gì vào nh?ng lúc r?nh r?i?,Mình r?t thích xem các b? phim nu?c ngoài. Còn b?n thì sao?
7185,"Mình thích các ho?t d?ng ngoài tr?i. 
B?n có thích c?m tr?i không?","Ch? c?m tr?i qua 1 dêm thì không sao, mình không th? c?m tr?i qua nhi?u hon 1 dêm du?c!"
7186,B?n dã bao gi? c?m tr?i ? Ðà L?t chua?,"Chua, nhung mình r?t thích du?c c?m tr?i ? dó. Mình nghe nói dó là noi r?t tuy?t"
7187,Nó r?t lãng m?n. Mình và m?i ngu?i trong gia dình d?u thích noi này.,B?n có b?c ?nh v? c?nh c?m tr?i ? dó không?
7188,"Có ch?, b?n có mu?n xem không?",Hay quá!
7189,"Chào Th?c, lâu quá không g?p, _x001d_b?n kh?e không?","Mình kh?e, còn b?n thì sao?"
7190,"Mình cung kh?e, Sáng mai b?n có th?i gian r?nh không?","?, sáng mai mình r?nh."
7191,Sáng mai mình di xem phim nha?,Ðu?c dó. Phim b?t d?u lúc m?y gi? v?y?
7192,Kho?ng 10 gi?.,B?n qua ch? mình di du?c không?
7193,"OK, mình s? d?n dón c?u s?m hon m?t chút và chúng ta s? d?n quán cafe c?nh r?p chi?u phim, nhu v?y du?c không?","_x001d_Ðu?c, mình r?t thích noi dó. H?n g?p _x001d_b?n ngày mai."
7194,T?m bi?t,T?m bi?t
7195,Có choi th? thao không Th?c?,Có mày.
7196,Mày choi môn gì nh??,"Tao choi bóng dá, bóng r?, c?u lông, boi l?i."
7197,V?y ch? mày gi?i nh?t môn gì?,Bóng dá.
7198,Mày choi v? trí nào?,Ti?n v?.
7199,V?y hôm nào tao v?i mày l?p team dá giao luu không?,Choi luôn.
7200,Ngày mai ông r?nh không ?,"Có ông, chi v?y ông?"
7201,Mai ông di Vung Tàu v?i tui không?,"Ðu?c ông, mình di bao nhiêu ngu?i v?y ông?"
7202,Ngày mai ông di xe d?n nhà tui dón tui r?i mình di nha!,Ðu?c thôi.
7203,"ê, tô´i nay xem phim không?","co´, xem phim gi` ma`y?"
7204,Jurassic World Dominion ma`y,"thôi ma`y, tao dâu thi´ch xem phim khu?ng long"
7205,di boi không ma`y?,ok con dê
7206,cuô´i tuâ`n na`y,mâ´y gio`?
7207,2h chiê`u,"ok, nho´ nha´c tao"
7208,"Ê mày, có phim nào hay hay d? coi hông?","À tao có phim này hay l?m, d? tao search google cho xem"
7209,"""No country for old men"", cái tên phim nghe ng? v?y?","Phim ra nam 2007, th?ng gi?i Oscar nam 2008 dó, tuy cu mà hay"
7210,À có trên Netflix luôn nè,"Ð?y, xem luôn cho nóng"
7211,Tao m?i mua bàn phím co m?i nè,Bàn phím gì d?y?
7212,Logitech G512,Dùng switch gì?
7213,GX Brown Switch,Sao không dùng blue switch gõ nghe cho dã tai?
7214,"Blue switch gõ nhi?u ?n phi?n ngu?i khác l?m, ch?n brown switch là h?p lý","?, v?y cung du?c"
7215,"Eh, nghe b?o xu hu?ng nam nay là qu?n áo có h?a ti?t n?i b?c","?, các màu nhu d?, cam, vàng,… dang d?n th?nh hành hon"
7216,Eh nhung mà m?c dù các màu s?c n?i b?t du?c ua chu?ng nhung mà màu Pastel v?n chua out trend nha,"M?y màu Pastel dó di dôi v?i gout th?i trang tru?ng thành, thanh l?ch mà ba, nên làm sao mà h?t th?i du?c"
7217,"Tao cung dang d?nh d?ng thân vào th?i trang công s? bro, nhung mà m?y d?a b?n tao b?o nhìn nhu da c?p",Tao nghi mày h?p v?i street style hon
7218,"Hmmm, may be, nhung mà dã quy?t d?nh thay d?i gout an m?c nh? nhàng, tinh t? hon r?i ba haha","Ok, It's up to you"
7219,"Ay yo, what's up bro","Ay yo, lâu r?i không g?p bro, d?o này phát tu?ng ra nha"
7220,"Haha, ông quá khen ch? tui th?y tui cung không khá hon xua m?y","Th?y m?c qu?n áo hi?u, mang trang s?c d?y ngu?i mà ông c? khiêm t?n"
7221,"Haha may m?n thôi ông oi, t? lúc t?p tành choi rap d?n gi? cung 6 nam r?i, mà gi? m?i th?y có co h?i phát tri?n","Tính ra ông ghê ph?t, d?o này tên tu?i b?t d?u mon men trên m?y cái b?ng x?p h?ng âm nh?c r?i ha"
7222,"?y, cung là nh? có s? d?i m?i trong phong cách, làm nh?c theo xu hu?ng c?a th? tru?ng thì m?i có dà mà di lên, ch? không thì gi? tui là ai, tui ? dâu có khi chính tui còn không bi?t n?a kìa","? mà ông cung ch?u khó ha, h?i xua mê Rap Old School, s?ng ch?t v?i Original mà gi? cung ch?u thay d?i dóng tune cho h?p xu hu?ng"
7223,"Thì mình s?ng du?c hay không là nh? khán gi? mà ông, ngu?i ta mu?n mình hát Bolero thì cung dành ph?i ch?u ch? haha",Ðang nói v? Rap mà ông mang Bolero vào
7224,V?y là ông chua th?y có m?y ca si cover nh?c tr? theo phong cách Bolero r?i haha,"Cái dó mang tính gi?i trí nhi?u hon ông oi, gi?i trí ? dây là nghe cho vui ch? ngu?i ta dâu có quan tâm d?n k? thu?t thanh nh?c dâu"
7225,"Thì cái gì m?i, cái gì l? thì l?i càng d? thành xu hu?ng mà, có ngu?i nh? drama mà n?i ti?ng trong m?t dêm, dâu ph?i ca si nào cung t?p trung vào k? thu?t dâu ông, c? xinh d?p sexy thì l?i càng có nhi?u d?i gia tìm d?n, lúc d?y thì c? vi?c ? nhà mà choi golf thôi ch? di hát làm gì cho c?c h? ông","Haha nói là v?y, nhung tui thì v?n thích hiphop, s?ng có hiphop, ch?t di v?n không b? hiphop"
7226,S?p t?i có r?t nhi?u phim chi?u r?p hay l?m dó!,"V?y h?, b?n có d? d?nh xem phim gì không?"
7227,Còn b?n thì sao?,Mình cung chua rõ n?a!
7228,Cu?i tu?n này b?n có r?nh không?,Ð? mình ki?m tra xem…
7229,V?y b?n có mu?n cu?i tu?n này di v?i mình không?,Cung du?c dó!
7230,Ch?c ch? có 2 d?a mình thôi á.,"Ok, v?y cung du?c b?n lên k? ho?ch di r?i báo mình nha."
7231,"Alo, b?n du?c ra kh?i l?p chua?","Mình dây, mình dang ? du?i gh? dá ? tru?c c?ng toà A r?i này."
7232,"B?n có di an không, mình di chung v?i nhau di.","Cung du?c dó, mình cung hoi dói r?i."
7233,V?y c?u mu?n an?,"An bò kho, h? ti?u ho?c m?y món nu?c cung du?c."
7234,C?u có bi?t quán nào ngon không?,Có mình bi?t m?t quán m?y món nu?c khá ngon
7235,? dó có bò kho ngon l?m.,H?p d?n dó
7236,V?y mình h?n nhau ? c?ng chính nha,B?n ra di mình s? d?i.
7237,C?u thích qu?n áo nhu th? nào?,Mình thích m?y lo?i áo r?ng r?ng m?t xíu.
7238,Trông nó cung khá r?ng rãi và thoáng mát dó,Ð? mình xem th?
7239,M?y cái này cung du?c nhung mà nó hoi không d?p l?m.,"C?u c? l?a di, d? mình di ki?m thêm ? m?y dãy này."
7240,"? bên này này, nhìn d? thuong và d?p hon này",M?y b? này xinh này!
7241,"C?u th?y du?c chua, c? l?a thêm tí n?a cung du?c",Nhiêu dây ch?c cung d? r?i dó
7242,Mình di tính ti?n thôi,Ðu?c r?i di thôi!
7243,"Nay có tr?n Vi?t Nam dá dó, c?u có xem không?","Hôm nay h?, m?y gi? v?y?"
7244,19h nha,Gi? dó ch?c mình coi tr? m?t tí
7245,"Tr?n hôm nay h?p d?n l?m, ráng xong coi s?m nha","Hehe, có gì c?u k? mình nghe t? s? hi?p 1 là du?c"
7246,"Không nha, cho c?u t? coi",V?y mình s? t? coi l?i v?y
7247,"Ê, c?u r?nh chua t?i gi? lên choi r?i",Ð?i mình m?t xí.
7248,"Còn c?u v?i th?ng Tâm thôi dó,",Oke mình lên li?n nha
7249,Nhung mà hôm nay choi b?n súng nha.,Sao v?y?
7250,Nay c? nhóm d?nh choi th? game b?n súng m?i ra.,"Ðu?c thôi, choi game nào mình cung thích c?."
7251,Chào b?n,Xin chào
7252,B?n tên là gì ?,Mình tên Tùng
7253,còn b?n tên là gì?,Minh Phuong
7254,B?n sinh viên khoa nào?,Mình sinh viên khoa CNTT
7255,B?n là sinh viên khóa m?y v?y?,Mình sinh viên khóa 22
7256,T?i nay qua có xem Vi?t Nam dá Sea Games không?,"Không, t?i qua tao b?n làm bài t?p"
7257,"Ti?c th?t, Vi?t Nam dá hay mà mày không xem",T? s? bao nhiêu v?y
7258,Vi?t Nam th?ng Indonesia 3 bàn,Quang H?i có ghi bàn không?
7259,T?i nay di xem phim không b?n?,Xem ? dâu th??
7260,Lotte Mart Qu?n 7,M?y gi??
7261,7 gi? t?i,"Ok, mình di du?c"
7262,Xem Doctor Strange h? b?n?,"Không, Mình v?i Nguyên di xem Fantastic Beast"
7263,Xem thì mình d?t vé chung luôn,V?y d?t giúp mình 1 vé luôn nha
7264,Tao v?i Vi?t m?i tìm du?c quán ?c ngon l?m,Khi nào b?n?
7265,9 gi? t?i th? 7,"Ðu?c, quán nào th?"
7266,Ð?i di?n Pattaya,Tao không bi?t Pattaya ch? nào c?
