,user_a,user_b
6270,Có mấy anh chị em ?,2 chị
6271,Chị/em gái có người yêu chưa?,không biết
6272,Bố làm gì ?,buôn bán
6273,Mẹ làm gì ?,buôn bán
6274,Gia đình bao người ?,6 người
6275,Nhà mấy người?,7 người
6276,Nhiêu anh chị em?,Hông có ai
6277,Mày là anh hay em?,Em cả
6278,Bố Nghề gì?,Công an
6279,Mẹ nghề gì?,Cảnh sátị
6280,ba bạn tên gì?,không trả lời
6281,Nghề nghiệp của mẹ bạn là gì?,giám đốc
6282,Bạn có anh hay chị hay em?,có chị
6283,Anh chị có ở gần với bạn không?,gần
6284,nhà bạn chuẩn bị đón tết chưa?,đang
6285,Bạn có ba hoặc mẹ không?,có
6286,nhà bạn có mấy người?,6
6287,bạn có anh chị em gì không?,có
6288,bố mẹ có hạnh phúc không?,hạnh phúc
6289,anh bạn có vợ chưa?,rồi
6290,Bố mày làm gì?,Bố làm to
6291,Mẹ mày làm gì?,Mẹ tao làm vợ bố tao và là má của tao.
6292,Mày có họ hàng ở xa không?,Không.
6293,ba mẹ làm gì?,làm việc
6294,họ hàng gì không?,có
6295,có ở gần họ hàng không?,có
6296,thấy ba mẹ thế nào?,tuyệt
6297,anh họ còn đi học chứ?,còn
6298,Ba bạn làm gì?,báo tại gia
6299,Mẹ bạn làm gì?,làm phi hành gia
6300,Có anh chị gì không?,ko
6301,Nhà đông người không?,ko
6302,Nhà mày bao nhiêu người?,7 8 người gì đó
6303,Có bao nhiêu anh chị em?,3 anh chị em
6304,Mày là em út hay anh cả?,Anh út
6305,Bố mày làm nghề gì?,chủ tịch giả nghèo và cái kết
6306,Chị mày làm ở đâu?,Tao mồ côi chị
6307,bạn tên gì?,Mình tên Trường
6308,còn bạn tên gì?,Tui tên Nam
6309,Bạn học ở đâu?,tui học ở TDTU nè
6310,còn bạn học ở trường nào ?,tui học ở TDTU luôn
6311,Bạn học ngành gì,mình học Công Nghệ Thông Tin
6312,Chuyên ngành gì vậy bạn ?,mình học bên Kỹ Thuật Phần Mềm á
6313,còn bạn học ngành gì ?,mình học Quản Trị Kinh Doanh
6314,Bạn là người ở đâu vậy ?,Mình là người Đồng tháp
6315,"Mình biết, Đồng Tháp dưới miền Tây đúng không ?",Đúng rồi đó
6316,cuối tuần này bạn có rãnh không ?,"cuối tuần này mình rãnh, có chi không bạn ?"
6317,mình tính cuối tuần này rủ bạn đi coffee nè,"ok, được thôi bạn, mà đi quán nào á ?"
6318,đi Phúc Long đối diện trường mình nè,Oh vậy mình đi 9h sáng nha
6319,bạn thích ngôn ngữ lập trình nào nhất ?,mình hay code JS nhất nè
6320,"mình thích code Python nhất, tại vì nó ngắn gọn",sao bạn thích JS vậy ?
6321,"vì JS bây giờ phổ biến, code fontEnd hay backEnd đều được",mình cũng hay code fontEnd sài ReactJS nè
6322,bạn có biết thầy Cường bên khoa mình không ?,"oh, mình có học thầy Cường, thầy đó khá hiền hòa và giảng dạy rất có tâm"
6323,sở thích của bạn là gì vậy ?,"mình hay đọc sách, thi thoảng thì chơi game"
6324,mình hay chơi thể thao nhất,ra trường xong bạn muốn làm gì ?
6325,"còn bạn, bạn muốn làm gì sau khi ra trường ?","mình chắc đi theo BA, vì mình mạnh bên phân tích yêu cầu"
6326,bạn hay nghe nhạc của ai vậy ?,mình hay nghe nhạc của KeShi á
6327,"còn bạn, bạn thích nghe nhạc của ai ?",mình hay nghe nhạc của The Keeknd
6328,Đôi lúc tui còn hay nghe rap,bạn hay nghe rapper nào ?
6329,"mình nghe nhiều lắm, chẳng hạn như lil Peep, savage 21 nè","còn mình hay nghe rap của MCK, Đen"
6330,bạn học đủ chỉ trên trường chưa ?,"chưa bạn, mình còn khoảng 10 chỉ nữa để làm đồ án tốt nghiệp"
6331,bạn học đủ chỉ trên trường chưa ?,"mình đủ chỉ rồi, mình đang làm đồ án tốt nghiệp"
6332,bạn thích đi du lịch không >,"mình rất thích đi du lịch, nhất là đi nước ngoài"
6333,bạn đi Nha Trang chưa ?,"mình đi Nha Trang rồi, chổ đó khá đẹp và mát mẻ"
6334,bạn có biết gì về thể thao điện tử không ?,mình hay theo dỗi bộ môn Liên Minh Huyềnh Thoại
6335,team LOL nào bạn yêu thích nhât ?,mình thích GAM
6336,còn bạn thích team nào nhất về LOL ?,mình thích SGB
6337,bạn có hay theo dỗi LCK không ?,"có, mình hay theo dỗi team SKT T1"
6338,còn mình theo dỗi team DWG bên LCK,bạn có theo dỗi SEA GAME về LOL không ?
6339,bạn ở trọ hay ở nhà riêng,mình mướn trọ để đi học
6340,bạn ở trọ hay ở nhà riêng,mình có căn chung cư ở Quận 7 nè
6341,hôm này rãnh mình mời bạn vào nhà chơi nhé ?,thế thì quá tuyệt vời
6342,phim gì bạn ?,Dr Strange á bạn
6343,thế chốt tối mai đi xem Dr Strange nhé,"ok bạn, tối mai mình đi xem phim"
6344,bạn thích uống loại nước uống nào ?,mình thường uống coffee vào mỗi buổi sáng
6345,"còn bạn, bạn thích uống loại nước nào nhất ?",mình thích uống cà phê đá nhất
6346,bạn có the cho mình follow instagram của bạn được không ?,"được chứ, account tui là quoty"
6347,bạn có thể cho mình follow instagram của bạn không ?,"chắn chắc rồi, account của mình là truongwfngo"
6348,bạn có thể cho mình làm chung nhóm đồ án tốt nghiệp được không ?,chắc chắn là được nha bạn
6349,bạn làm đồ án về chủ đề gì ?,mình làm về hệ thống ecommerce
6350,cậu học trường nào ?,tớ học trường Tôn Đức Thắng
6351,còn cậu học trường nào ?,tớ học trường RMIT
6352,trường của cậu có nhiều chương trình đào tạo không ?,trường của tớ có đào tạo chương trình chất lượng cao và tiêu chuẩn
6353,vậy trường của cậu có bao nhiêu ngành đào tạo ?,trường của tớ 40 ngành đào tạo tiêu chuẩn và 17 ngành chất lượng cao
6354,trường của cậu có thư viện không ?,trường của tớ có thư viện rất to
6355,cậu thích nghe thể loại nhạc nào nhất ?,tớ thích nghe nhất là pop
6356,cậu thì thích nghe thể loại nào ?,dạo gần đây thì tớ hay nghe nhạc rap
6357,nhưng thể loại tớ thích thì là edm,bài hát edm nào mà cậu thích nhất ?
6358,bài hát pop yêu thích của cậu là gì ?,bài hát pop yêu thích của tớ là Sugar
6359,bài Sugar của Maroon 5 đúng không ?,đúng vậy
6360,cậu thích ăn món nào nhất ?,tớ thích ăn phở
6361,còn cậu thích ăn món nào ?,tớ thì thích cơm tấm
6362,còn về đồ uống ưa thích của cậu ?,đồ uống ưa thích của mình là coca
6363,còn đồ uống ưa thích của mình thì là trà sữa,cậu hay uống trà sữa HongKong hay Đài Loan
6364,cậu đang làm công việc nào ?,tớ đang làm lập trình viên
6365,cậu làm việc ở công ty nào ?,tớ làm việc ở công ty phần mềm
6366,công ty của cậu tên gì ?,công ty của tớ tên là FPT
6367,công ty của cậu còn tuyển nhân viên không ?,công ty của tớ đang tuyển chức vụ quản lý nhân sự
6368,cậu hay sử dụng thiết bị điện tử nào ?,tớ hay sử dụng điện thoại di dộng
6369,còn cậu hay sử dụng thiết bị điện tử nào ?,tớ cũng hay sử dụng điện thoại di động
6370,cậu sử dụng điện thoại hãng nào ?,tớ xài hãng apple
6371,còn cậu ?,tớ xài samsung
6372,cậu sử dụng chiếc điện thoại này bao lâu ?,tớ sử dụng chiếc điện thoại này được 3 năm rồi
6373,Bạn tên gì?,Mình tên Khánh
6374,Còn bạn tên gì?,Mình là Vũ
6375,Bạn học ở đâu?,Mình học ở đại học Tôn Đức Thắng
6376,Mình cũng vậy,Thế bạn khoa nào?
6377,Mình khoa công nghệ thông tin,Còn mình khoa quản trị kinh doanh
6378,Bạn học chuyên ngành nào của khoa Công nghệ thông tin?,Mình học chuyên ngành Kĩ thuật phần mềm
6379,bạn có ước mơ gì không ?,một công việc và gia đình hạnh phúc
6380,bạn hiện đang sống ở đâu?,tớ sống ở thành phố Hồ Chí Minh
6381,bạn có sở thích nào ?,"tui có nhiều sở thích như đá banh, xem phim, nghe nhạc, đi chơi"
6382,bạn thần tượng người nổi tiếng nào?,mình thần tượng ca sĩ Sơn Tùng MTP
6383,bạn đang đi làm hả?,"không, mình là sinh viên và đang đi học"
6384,Mai ông có rãnh không?,"Có, chi vậy"
6385,"Mai Tiến rủ đánh cầu lông, ông đi không?","Đi, mà mấy giờ?"
6386,7 giờ sáng,Mà đánh ở đâu á?
6387,Công viên tụi mình thường hay ra chơi á,Ok
6388,Mà mai ông có xe không qua chở tôi đi,"Ừ, để mai tôi qua rước"
6389,Hôm nay ông được mấy điểm văn vậy?,Tôi được 10 điểm á ông
6390,Gì cao vậy,Thế ông mấy điểm?
6391,Ông có bí quyết học giỏi văn không chỉ tôi với,Tôi cũng đâu có bí quyết gì đâu
6392,Chỉ vậy thôi hả,Nhưng cũng phải có sự kiên trì nữa nha
6393,Bạn đã từng rớt môn nào chưa?,Mình từng rớt môn rồi
6394,Trường bạn bự không?,Trường mình là hơi bị bự luôn
6395,Trường bạn top mấy VIệt nam?,Trường mình top 500 thế giới
6396,Bạn học trường nào?,Tớ học đại học Tôn Đức Thắng
6397,Bạn học chuyên ngành nào của khoa Công nghệ thông tin?,Mình học chuyên ngành Kĩ thuật phần mềm
6398,trường bạn ở đâu ?,trường mình ở quận 7
6399,bạn có nợ môn không?,"có, hiện tại nợ vài môn"
6400,Bạn có thoải mái với ngành bạn đang học không?,"Thật sự nhiều lúc khá áp lực, nhưng mình hài lòng về ngành học này"
6401,bạn học giỏi không?,tớ học Không giỏi
6402,Học phí của trường bạn đắt không?,"rẻ lắm bạn ạ, nhưng bạn phải giàu 1 tí"
6403,Bạn có kế hoạch vào kỳ nghỉ lễ chưa?,Tôi chưa có.
6404,Tôi có kế hoạch đi nghỉ ở BoraBora với gia đình.,Bạn có đề xuất nơi nào tốt cho 1 kỳ nghỉ không?
6405,Bạn có thể tới BoraBora giống như tôi.,Nơi đó ở Pháp nhỉ?
6406,Đúng rồi.,Vậy thì nơi đó khá đắt đỏ so với chi phí mà tôi có thể trả.
6407,Vậy còn đảo Bali thì sao?,Hòn đảo nằm ở Indonesia à?
6408,Đúng vậy.,Nơi đó có đông không nhỉ?
6409,Bạn cũng có thể thử tới Santorini.,Nơi đó ở đâu vậy?
6410,"Tuy chi phí có thể đắt đỏ hơn Bali, nhưng bạn có thể tiết kiệm bằng nhiều cách.",Bạn kể chi tiết hơn đi.
6411,Bạn cũng có thể săn những chuyến bay giá rẻ và sử dụng phương tiện công cộng để di chuyển.,Còn về nơi ở thì sao?
6412,Bạn có thể ở homestay tại khu Imerovigil,Tôi cũng thấy có 1 số đề xuất homestay giá tốt ở làng Oia.
6413,Đó cũng là 1 lựa chọn tốt.,Ở Santorini có điểm du lịch nào hấp dẫn không?
6414,"Bạn có thể ghé thăm các ngôi làng cổ tại đó, chúng đều mang 1 kiến trúc rất riêng của vùng ven biển địa chung hải, hoặc bạn có thể tắm ở biển đỏ và tham quan núi lửa NeaKameni.",Còn về ẩm thực thì sao?
6415,"Ở Hy Lạp nổi tiếng về sữa chua, bạn có thể thưởng thức thêm các món được kết hợp với sữa chua như bánh Gyros, hoặc đơn giản là thưởng thúc hải sản.",Có lưu ý gì khi du lịch tới đó không?
6416,Nếu bạn đi Santorini thì nhờ bạn mua giúp tôi dầu Olive tươi nhé,Được thôi.
6417,"Còn nơi bạn tới vào dịp nghỉ, nó có gì thú vị không?","Đây là 1 hòn đảo du lịch nổi tiếng của Pháp, nơi mà nhiều người nổi tiếng thường ghé thăm."
6418,Nơi đây cũng có các bãi biển trong xanh như ngọc và các bãi cát trắng.,Tôi nghe nói ở đây có rất nhiều resort 5 sao đúng không?
6419,"Đúng vậy, vì thế nơi đây đắt đỏ",Tuy nhiên dịch vụ nơi này vô cùng tốt đấy nhé.
6420,Ở đây còn có các dịch vụ lặn biển để tham quan hệ sinh thái quanh đảo.,Nghe thú vị đấy.
6421,Nhưng điều tuyệt vời nhất ở đây vẫn là phong cảnh và sự yên tĩnh của nó.,Thế bạn dự tính lú trú tại đâu thế?
6422,Tôi có đặt phòng 3 ngày 2 đêm ở InterContinental.,Có hoạt động nào bạn muốn thử khi tới không?
6423,Nó sẽ giúp ích cho bài nghiên cứu về sinh vật biển của tôi.,Chi phí ước tính mà bạn phải bỏ ra là bao nhiêu thế?
6424,Tôi ước tính cả nhà mình đi sẽ tiêu tốn 18 ngàn đô.,Vậy là 6 ngàn đô một người à?
6425,Đúng vậy.,Đúng là đắt thật đấy.
6426,Có phương án nào rẻ hơn không?,"Thông thường khi đi du lịch, việc đi theo tour sẽ tiết kiệm chi phí."
6427,Tuy nhiên hiện tại BoraBora chỉ có tour từ các chuyến du thuyền đi qua địa trung hải thôi.,Nếu vậy thì tôi không thể trải nghiệm tốt được nhỉ.
6428,Tuy nhiên việc này giúp bạn tiết kiệm 1 nửa chi phí.,Tôi sẽ cân nhắc việc này vào năm sau.
6429,Ê mậy đi đâu vậy Duy ?,Tao đi chơi với bồ nè
6430,Mày đi chung không ?,Mày đi với bồ kêu tao đi chung chi vậy trời
6431,Tao biết mày không đi tao mới rủ đó . :)),Thằng quỉ này.
6432,Chắc tao đấm mày quá,Haha
6433,Thôi tao đi nhe mậy,Ừa đi chơi vui vẻ đi mày.
6434,bạn tên gì?,Mình tên Long?
6435,Nhà bạn ở đâu ?,Nhà mình ở Cà Mau
6436,Quê nhà bạn có đặc sản gì ngon không ?,Có rất nhiều các loại hải sản luôn nhé
6437,Bạn có dự định về quê vào sắp tới không?,Tôi có kế hoạch về quê vào tết sắp tới
6438,Từ đây về quê bạn mất bao lâu?,Từ đây về Cà Mau mất khoảng 10 tiếng nếu đi xe
6439,Ở quê bạn thường thích làm gì nhất?,Về đó mình thích gặp lại và đi chơi cùng mấy đứa bạn ở quê
6440,"Nghe thú vị đó, đương nhiên là muốn về Cà Mau rồi","Vậy sắp xếp công việc đi, rồi cuối tuần mình đi nhé"
6441,Bạn có thích đi du lịch không?,"Có chứ, mình rất thích đi du lịch"
6442,Bạn thích đi nơi nào nhất?,Mình thích đi Nha Trang nhất
6443,Tại sao bạn thích du lịch Nha Trang?,Vì bãi biển nơi đó rất đẹp và nhiều khu nghỉ dưỡng
6444,Bạn có muốn đi du lịch cùng mình không?,"Chắc chắn rồi, nhưng ta sẽ đi đâu?"
6445,"Mình cũng không biết nữa, bạn có thể gợi ý cho mình không?","Chắc có thể là Đà Nẵng, mình nghe nói nơi đó đang hot"
6446,"Được đó, vậy khi nào mình đi?",Chúng ta sẽ đi khi hè đến
6447,Chúng ta sẽ đi bằng cái gì?,Chúng ta sẽ đi bằng máy bay đến đó
6448,Rảnh không bạn?,Rất rảnh nhé
6449,Đi xem phim hay đi chơi không?,Nghe nói CGV có phim mới hay lắm
6450,Mấy giờ đi?,Chắc khoảng 6h tối nay nhé
6451,"Ai mua vé, bạn bao tôi nhé?","Oke, bạn yên tâm tôi sẽ lo a to z"
6452,Xem phim xong rồi mình làm gì?,Đi ăn không? Nghe nói gần đó có nhà hàng mới mở
6453,"Thôi, bận rồi chỉ xem phim thôi",Nếu không rảnh thì hẹn hôm khác mình đi ăn nhé
6454,Bạn đã có người yêu chưa ?,Chưa bạn ơi
6455,Bạn mấy tuổi rồi?,Mình 20 rồi bạn ơi
6456,Bạn có ý định tìm người yêu chưa?,Mình còn phân vân lắm
6457,Nếu có người yêu thì bạn thích đi đâu vào lúc rảnh?,Mình thích đi ăn
6458,Chúng ta có thể làm quen được không?,Cũng được…
6459,Tối nay chúng ta có thể hẹn hò ở nhà hàng nhé,"Được luôn, ngại quá cảm ơn bạn"
6460,Bạn thấy mình thế nào?,"Cũng tạm, không đẹp trai lắm"
6461,Một năm có mấy kỳ nghỉ vậy bạn?,"Ai biết đâu, nhiều vô số kể hahaha"
6462,30/4 với 1/5 năm 2022 là vào thứ mấy vậy bạn?,Vào thứ 7 và chủ nhật đó
6463,Có định đi đâu chơi vào 2 ngày đó không?,"Không bạn ơi, toàn là kẹt xe mà đi đâu hahaha"
6464,Không luôn bạn ơi,2/9 năm nay nghỉ bao nhiêu ngày vậy bạn?
6465,Nghe nói 2-3 ngày gì đó,Bạn định về quê bao lâu?
6466,Chắc sẽ là tầm 4 ngày thôi,"Vậy còn Tết, về quê bạn làm gì?"
6467,"Chúc Tết, nhận lì xì, đi chùa...",Thế còn dịp 20/11 bạn có họp lớp với thầy cô gì không?
6468,Thầy Cường có đẹp trai không?,Còn phải hỏi nữa sao
6469,Hình như thầy đó dạy môn NLP phải không?,"Đúng rồi, rất dễ hiểu luôn"
6470,Con gà với quả trứng cái nào nào có trước?,Sao mình biết được bạn hahaha
6471,Mình đố bạn biết số bi bằng bao nhiêu?,"Bằng 3.14 chứ nhiêu, dễ ẹc"
6472,Bằng H20 chứ gì,Sai bét. HOHO nhé
6473,"Tớ thấy cậu bị mất 1 cái răng , cậu bị ngã cầu thang à ?","Đúng vậy, một câu chuyện buồn"
6474,Cho mình hỏi làm thế nào để thành công ?,Đừng theo mấy động đa cấp lừa dảo là được nhé
6475,What là cái gì ?,What là cái gì !!!!!
6476,Bạn tên gì?,Mình là Minh Anh
6477,Nhà bạn ở đâu?,quê mình ở Nghệ An
6478,hiện ở quận 7 đoạn gần Nhà Bè,vậy à
6479,bạn sống một mình hay ở cùng với gia đình?,mình ở chung với chị gái
6480,Bạn sinh năm bao nhiêu?,2k2
6481,ê mày,hả?
6482,mày thích coi thể loại nào?,phim viễn tưởng đi
6483,mấy giờ vậy?,chắc tầm 9 giờ
6484,giờ đặt trà sữa uống không?,cũng được đó
6485,mày muốn uống trà gì?,trà sữa gạo nâu thêm trân châu
6486,giám thị gọi tên mày quá trời,ủa
6487,tao tưởng ngày mai chứ,ulatr
6488,mai mày cần tao gọi mày không?,lòng đau như cắt
6489,hết muốn đi thi luôn,Hello Phú
6490,lâu rồi không gặp,Có gì không Khoa
6491,giờ m làm gì rồi?,tao đang thử việc tại công ty ABC
6492,thù lao trả đầy đủ :),mình hẹn cafe để nói cụ thể hơn đi
6493,có cao thủ gánh nè,ok
6494,tối nay 9h nha,ok
6495,tao cầm Yue,mid của tao mà
6496,mầy đi top đi,vậy mầy lo mà gánh tao nha
6497,bạn có crush chưa?,chưa
6498,mình có rồi,crush bao lâu rồi?
6499,được 2 năm ròi,"lâu dị, rồi crush có bồ chưa?"
6500,"có rồi, huhu",vậy sao còn crush?
6501,"Dạo này sao rồi, khỏe không?",Cũng như trước thôi
6502,"Chưa, đang chán đời cậu ơi",Cậu thất tình hả?
6503,Cũng gần như thất tình vậy,Đang kết nhỏ nào à?
6504,"Một bạn nữ trong lớp, rất chi là xinh.","Chỉ xinh thôi à, còn gì nữa không mà mày thích?"
6505,"Tính tình nó dễ thương, chăm chỉ học giỏi nữa, hiền khô à.",Uầy con giá thế thì ai chả thích.
6506,Chưa biết cách nào để tỏ tình thôi.,Nó biết mày thích nó chưa ?
6507,Tao chưa nói gì với nó nên nó chưa biết được,"Thế thì cứ bình thường vui vẻ , có dũng khí đã"
6508,Chào bạn,Xin chào
6509,Bạn tên là gì ?,Mình tên Tùng
6510,còn bạn tên là gì?,Minh Phương
6511,Bạn sinh viên khoa nào?,Mình sinh viên khoa CNTT
6512,Bạn là sinh viên khóa mấy vậy?,Mình sinh viên khóa 22
6513,Tối nay qua có xem Việt Nam đá Sea Games không?,"Không, tối qua tao bận làm bài tập"
6514,"Tiếc thật, Việt Nam đá hay mà mày không xem",Tỉ số bao nhiêu vậy
6515,Việt Nam thằng Indonesia 3 bàn,Quang Hải có ghi bàn không?
6516,Tối nay đi xem phim không bạn?,Xem ở đâu thế?
6517,Lotte Mart Quận 7,Mấy giờ?
6518,7 giờ tối,"Ok, mình đi được"
6519,Xem Doctor Strange hả bạn?,"Không, Mình với Nguyên đi xem Fantastic Beast"
6520,Xem thì mình đặt vé chung luôn,Vậy đặt giúp mình 1 vé luôn nha
6521,Tao với Việt mới tìm được quán ốc ngon lắm,Khi nào bạn?
6522,9 giờ tối thứ 7,"Được, quán nào thế"
6523,Đối diện Pattaya,Tao không biết Pattaya chỗ nào cả
6524,Đường D4 gần chung cư Hoàng Anh Thanh Bình,"À, tao biết rồi"
6525,Tầm 9 giờ kém tao đến,Tao mới mở ra skin Yasuo mới đẹp lắm
6526,Solo không?,Tao bỏ Liên Minh lâu rồi
6527,Vậy giờ còn chơi game không,Còn chứ
6528,Mấy game AAA,Giàu vậy
6529,Mua game chơi luôn à,Tao chơi game Crack thôi
6530,Chứ Liên Minh chời nhiều cũng chán,Tối rảnh tao gửi cho mày link tải Game này chơi
6531,Sáng mai bạn rảnh không chỉ mình bài này với,Môn gì vậy bạn
6532,Bài 4 trong đề cương thầy giao ấy,"Được, mai mình hẹn gặp ở đâu vậy?"
6533,Thư viện trường mình nhé,"Ok, tầng hầm thư viện nhé"
6534,Ngày mai đi bơi không bạn,Mấy giờ vậy bạn?
6535,"Sáng thì 7 giờ 30 phút, Chiều 4 giờ 30 phút","Sáng tao học rồi, Chiều 5 giờ có trận bóng trong trường"
6536,Hồ còn ca bơi khác không bạn?,Vậy thì mình đi 2 giờ 30 phút nha
6537,Hơi nắng nhưng còn mỗi giờ đó thôi,"Ok, vậy ngày mai qua đón mình đi với nhé"
6538,Hôm nay em có gì vui không?,Hôm nay em đi shopping
6539,Đi ở đâu?,"Nice Store, Trần Hưng Đạo, Quận 5"
6540,Gần công ty anh,Anh đến đó bao giờ chưa?
6541,Anh không biết store đó,"Bữa nào anh ghé thử, ở đó nhiều đồ đẹp"
6542,Nghe nói bạn mới chuyển ngành à,"Uk, mới chuyển được 1 tuần trước"
6543,Chuyển qua ngành gì?,Quản lý du dịch
6544,Ngành đó cũng nhiều tiềm năng,"Uk, mình tìm kiểu nghĩ lắm mới quyết định đó"
6545,Chúc bạn qua ngành mới gặp nhiều thuận tiện nhé,Cảm ơn bạn nhiều
6546,Có chứng chỉ Toeic chưa bạn?,Chưa. Mình đang có ý định ôn để thi nè
6547,Dự định thì khi nào vậy?,Chắc bắt đầu từ tuần sau
6548,"Mình cũng chưa, đang kiếm bạn để ôn cùng",Vậy mình với bạn cùng ôn
6549,"Ok, Bạn có muốn kiếm lớp ôn luyện không? Hay tự ôn",Mình nghĩ tụi mình tự ôn cũng được
6550,"OK, vậy để mình sắp xếp thời gian, bắt đầu từ tuần sau nha.","OK, để mình tìm tài liệu"
6551,Cậu tên gì?,Mình tên là Khải
6552,còn bạn tên gì? bạn ở đâu?,Mình tên là Khanh.
6553,Bạn học trường nào?,Mình học trường ĐH Tôn Đức Thắng.
6554,Bạn đến từ đâu?,Mình đến từ tỉnh Quảng Ngãi.
6555,Bạn biết chơi bóng rổ không?,Mình không biết chơi bóng rổ. Còn bạn?
6556,"Mình cũng vậy, nhưng mình biết bơi.","Trùng hợp quá, mình cũng biết bơi."
6557,Bạn có thể bơi như thế nào?,"Mình biết bơi ếch, bơi sải, bơi ngửa."
6558,Bạn bơi được quãng đường bao xa?,Mình bơi sải được 500m còn bơi ếch thì ít hơn.
6559,Cuối tuần này cậy chỉ mình bơi sải với nhé.,Ok bạn.
6560,"Lâu quá không gặp, mày khỏe không?","Ừ, tao khỏe. Cuối tuần đi xem phim không mày?"
6561,Phim gì? hay tao mới đi nha.,"Tao không biết, đến rạp có phim gì xem phim nấy."
6562,Thế thôi tao không đi đâu.,"Thế mày chọn phim đi, mày khó tính thế!"
6563,"Đi xem Doctor Strange đi, phim mới ra hay lắm đó.","Cũng được, nhưng bao giờ đi?"
6564,Chủ nhật như mày nói hoặc thứ 7.,"Ok, thống nhất chủ nhật."
6565,"Ê mày, lễ Quốc khánh mày có dự định gì chưa?","Dự định gì, du lịch à?"
6566,"Ừ, đi du lịch ấy.","Không, tao ở nhà chứ không đi đâu hết."
6567,"Sao thế, đi Phú Quốc với tao không.",Phú Quốc tao đi rồi.
6568,"Đi chung cho vui, tao có mã giảm giá cho tour này nè.","Trông có vẻ hời đấy, vậy tao sẽ đi."
6569,Đi 3 ngày 2 đêm.,"Ok, mày đặt vé đi, tao sẽ chuyển lại cho mày."
6570,"Cuối tuần này khai trương nhà hàng mới nè, mày đi ăn không?","Ở đâu, khuyến mãi thế nào?"
6571,"Ở bên quận 1 ấy, giảm 50%.",Nhưng mà nhà hàng gì? có đồ nướng không.
6572,"Nhưng mà đi sớm nha, 7 giờ tối có mặt.","Ừ, đi sớm chứ hết chỗ."
6573,"Ok luôn, tao trả cho.","Ok, cảm ơn mày nhiều"
6574,"Chào cậu, cuối năm nay cậu tốt nghiệp hả?","Ừ, cuối năm nay, nhưng mình đi làm được một năm rồi?"
6575,Thật tuyệt. Mình cũng đã đi làm rồi.,Cậu làm ở đâu và việc gì?
6576,Còn cậu?,"Mình làm việc tại nhà, mỗi tuần lên công ty báo cáo một lần thôi."
6577,Cậu làm công việc gì mà tốt thế?,"Mình cũng làm giống cậu, tuy nhiên chính sách công ty mình khác thôi."
6578,"Cuối tháng này sẽ có một đợt tuyển dụng, nếu cậu thích có thể ứng tuyển nè.",Xin chào
6579,Bạn tên gì?,Tên mình là Phương
6580,Bạn là người miền bắc à?,Đúng rồi
6581,Bạn đang ở trọ gần trường à?,Mình đang thuê một căn hộ ở khu Sunrise City quận 7
6582,Bạn ở đó một mình à?,"À không, mình ở cùng với chị của mình"
6583,"Vào game lẹ, đủ 4 đứa rồi thiếu mày thôi",Chơi trước một trận đi
6584,Mày coi phim thì lát vô chỉ có đánh support thôi,Mày chắc chưa tao mà đánh support thì không ai gánh mày đâu
6585,Khỏi lo hôm nay mời được tay to gánh rồi,Ghê ghê mày tìm ở đâu được người gánh cục tạ như mày thế
6586,Chơi thấy hợp thì kết bạn thôi,Ok vậy cứ chơi một trận đi rồi tao vào
6587,Nghe nói mày mê tam quốc chí lắm phải không?,"Ừ, nhà ba đời fan tam quốc chí"
6588,Tao mới tìm ra một bộ phim mới rất hay về Gia Cát Lượng mày muốn xem không?,Gì nay mày cũng coi phim về tam quốc nữa à
6589,Mà cuối cùng mày coi không thì tao gu,Rồi gửi đây coi
6590,Paipiri Koumei - Khổng Minh thích tiệc tùng,WTF phim gì đây?
6591,Áp dụng các kế sách xưa vào để giúp ca sĩ,Nghe nó khá nhảm đấy
6592,"Tin tao đi, cứ xem thử đi",Nghe khá hay đấy khi nào rảnh thì xem thử
6593,Sáng mai lên trường học nhóm ôn thi không?,Phương pháp tính chứ môn nào
6594,Môn đó thì chịu vào học nghe chẳng hiểu gì,Không hiểu mới đi ôn thêm chứ
6595,Lên thư viên trường phải không?,Ừ khoảng ca 2 lên là ổn
6596,Lùi qua ca 3 được không chứ ca 2 tao còn học,Vậy để nhắn hỏi anh kia trước
6597,Lễ này có kế hoạch gì chưa?,"Chưa, lễ này mày tính về quê à?"
6598,"Tao có nhóm bạn đang tính đi Đà Lạt, mày tính đi chung không?",Mày đi với bạn mày kêu tao theo chi?
6599,Nhóm này có nhiều chị em còn độc thân đó,Sao mày không nói sớm?
6600,Lên đây có có khi làm quen được với bạn nào,Đi chứ sao không
6601,Tối nay đi không?,Tối nay chắc không được rồi
6602,Vậy mai được không? Mốt là hết khuyến mãi rồi đó,Mai chắc là được đó
6603,À mà mày bao tao bữa này nhé tối nay đi ăn là tao hết tiền rồi,Cũng được tao vừa nhận được lương tháng này
6604,Nam ơi chiều qua sân quận 7 đánh cầu lông với tui nha.,"oke ông ơi, chiều mấy giờ á"
6605,đánh xong mình đi ăn luôn,"sớm hơn tí đi, 4 rưỡi tới 6 giờ được không"
6606,"hợp lý á, vậy chốt 4 rưỡi tới 6 giờ nha","oke, mà vợt ai người đó mang đúng không"
6607,"tui mới mua bộ vợt mới toanh, để tôi mang vợt cho ông mang lốc cầu thôi là được rồi","oke ông, tui hiểu rồi, chiều gặp lại."
